balance
1000.0
1030.0
1060.9
1092.727
1125.50881
1159.2740743
1194.052296529
1229.87386542487
1192.977649462124
1228.7669789459876
1191.903969577608
1227.6610886649362
1264.4909213248843
1302.425648964631
1263.352879495692
1301.2534658805628
1340.2910698569797
1300.0823377612703
1261.079867628432
1223.247471599579
1186.5500474515916
1222.1465488751394
1258.8109453413936
1221.0466169811518
1257.6780154905864
1295.408355955304
1334.270606633963
1374.298724832982
1333.0697630879927
1293.077670195353
1331.8700003012136
1371.82610031025
1330.6713173009425
1370.5914568199707
1411.70920052457
1454.060476540307
1410.438662244098
1452.7518221114208
1496.3343767747633
1541.2244080780063
1587.4611403203464
1635.0849745299568
1684.1375237658553
1734.661649478831
1786.7014989631957
1840.3025439320916
1895.5116202500544
1952.376968857556
2010.9482779232826
2071.276726260981
2133.41502804881
2197.4174788902747
2263.340003256983
2331.2402033546923
2401.177409455333
2473.212731738993
2547.409113691163
2623.8313871018977
2702.5463287149546
2783.6227185764033
2867.1314001336955
2953.1453421377064
3041.7397024018373
3132.9918934738926
3226.9816502781096
3323.791099786453
3224.0773667928593
3320.7996877966452
3221.175697162746
3317.8109680776283
3417.345297119957
3519.8656560335558
3625.4616257145626
3734.2254744859993
3846.252238720579
3961.6398058821965
4080.4890000586624
4202.903670060422
4328.990780162235
4458.860503567102
4325.094688460089
4454.847529113891
4588.492954987308
4726.147743636927
4867.9321759460345
5013.970141224416
5164.389245461149
5319.320922824983
5159.741295140234
5314.533533994441
5473.969540014275
5309.750453813846
5150.457940199431
5304.9716784054135
5464.1208287575755
5628.044453620303
5796.885787228912
5970.7923608457795
6149.9161316711525
6334.413615621287
6524.446024089926
6328.712643367228
6138.851264066211
6323.016801988198
6512.707306047843
6708.088525229278
6506.8458694723995
6702.051245556571
6903.112782923268
7110.206166410966
7323.512351403295
7543.217721945393
7769.514253603755
8002.599681211867
8242.677671648224
7995.397341498777
8235.25926174374
8482.317039596053
8227.847528408172
8474.682954260417
8728.92344288823
8990.791146174877
9260.514880560124
9538.330326976928
9824.480236786236
10119.214643889823
10422.791083206519
10110.107350710323
9806.804130189013
10101.008254094684
10404.038501717525
10716.15965676905
11037.644446472123
11368.773779866286
11027.710566470298
11358.541883464406
11699.298139968338
12050.277084167388
12411.78539669241
12784.138958593183
13167.663127350977
13562.693021171506
13969.573811806651
14388.661026160851
14820.320856945676
15264.930482654047
14806.982568174426
15251.19204521966
15708.72780657625
16179.989640773536
16665.389329996742
17165.351009896644
16650.390479599744
16150.878765211752
16635.405128168106
17134.46728201315
16620.433263552753
17119.046261459334
17632.617649303116
18161.59617878221
18706.444064145675
19267.637386070044
19845.666507652146
20441.03650288171
21054.267597968163
21685.895625907207
22336.472494684425
23006.566669524957
22316.36966943921
22985.860759522384
23675.436582308055
22965.173484838815
23654.12868938398
22944.50482870246
23632.839973563532
24341.825172770437
25072.07992795355
25824.242325792155
26598.96959556592
27396.938683432898
28218.846843935884
29065.41224925396
29937.37461673158
29039.253378229634
29910.430979576522
30807.743908963817
29883.511591694903
30780.01693944575
31703.417447629123
32654.519971058
31674.88437192626
32625.130903084046
31646.376975991523
32595.768285271268
33573.64133382941
32566.432093814525
33543.42505662896
